username,rating,content,at,sentiment
Pengguna Google,4,"Hallo Hallo, Kenapa saya baru Update ini Apk, File yang pernah saya download menghilang semua ya?? Kejadian ini juga di alami beberapa teman saya juga. Edit: Mau tidak mau saya download ulang, untungnya file yang di uplod masih bisa di download lg.",2021-10-21 07:27:25,positif
Pengguna Google,5,"Kok update terus ya ,, klaw gini terus bisa² eror",2021-10-21 00:13:54,positif
Pengguna Google,1,"Lag, uploud file lama kali, storage sikit (pelit bet), makin rusak ni app",2021-10-20 16:19:05,negatif
Pengguna Google,1,Setelah di update aplikasinya error trus susah kirim tugas juga 😭,2021-10-20 11:56:16,negatif
Pengguna Google,5,Bagus si,2021-10-20 09:34:03,positif
Pengguna Google,1,Lelet banget,2021-10-19 19:14:21,negatif
Pengguna Google,1,Kenapa edlink saya tidak bisa memutar video yang di berikan oleh dosen saya. Setiap saya klik ada kesalahan dalam pemutar video. Padahal dosen saya mengirim perkuliahan lewat video.,2021-10-19 15:37:36,negatif
Pengguna Google,1,Kalau ada notifikasi pasti selalu nge-vibrate. Itu gimana matiinnya ya? Makan tuh bintang 1.,2021-10-19 13:48:26,negatif
Pengguna Google,5,manatap,2021-10-19 06:41:59,positif
Pengguna Google,1,Knapa g bisa di download ya,2021-10-19 00:22:36,negatif
Pengguna Google,5,Sanggat baik,2021-10-18 17:25:10,positif
Pengguna Google,1,Selalu error,2021-10-18 17:11:13,negatif
Pengguna Google,1,Yg versi lama bisa upload tugas file pdf.. Di versi yang sekarang kok file nya ga ad yah??? Ga kebaca gitu,2021-10-18 11:38:52,negatif
Pengguna Google,5,"Mempermudah PJJ serta mengefektifkan pengawasan terhadap keaktifan para mahasiswa, terimakasih EdLink",2021-10-18 08:57:18,positif
Pengguna Google,1,"Aplikasi kurang membantu, updead teruss sehingga membuat hp error dan tidak kondusif",2021-10-17 23:11:09,negatif
Pengguna Google,1,"Saya update udah 3 hari, tapi ga bisa terus. Di coba berulang ulang tapi tetep ga bisa. Tolong dong jangan mempersulit orang. Jadi kan kita jugak bisa ikut kelas karna ga bisa buka edlink nya",2021-10-17 17:06:45,negatif
Pengguna Google,5,Ikuti data sesuai,2021-10-17 11:58:33,positif
Pengguna Google,1,Sudah ngirim tugas 4hari sebelum tenggat waktu pas diliat lagi waktu saat tenggat waktunya abis file nya gk ada gk kekirim file nya alhasil saya gk dapet nilai...... mantap edlink aplikasi terbaik,2021-10-17 08:28:57,negatif
Pengguna Google,1,Tugas tidak masuk pasal adlink eror mulu.. Gak kuat ambil jaringan kali ya,2021-10-16 14:57:37,negatif
Pengguna Google,1,"Nilai anjlok, keseringan down nih😬",2021-10-16 12:39:05,negatif
Pengguna Google,1,Edlinknya rusak,2021-10-16 11:08:10,negatif
Pengguna Google,2,Terlalu cepat siklus pembaruan,2021-10-16 10:38:03,negatif
Pengguna Google,1,Ini aplikasi kerasukan. Pas buka kelas malah kluar sndri. Bangke kali,2021-10-16 09:01:36,negatif
Pengguna Google,5,Bnyk tugas hmzzz,2021-10-15 23:23:11,positif
Pengguna Google,1,Aku ganteng sangat,2021-10-15 22:48:39,negatif
Pengguna Google,5,Makasih min udah di benerin bug nya. Nih tak kasih bintang 5 semoga performa dan kelancarannya di pertahankan bahkan kalau bisai tingkatin lagi. semoga juga menjadi aplikasi yang bisa di andalkan di segala kondisi,2021-10-15 21:30:36,positif
Pengguna Google,5,Oke banget,2021-10-15 20:37:54,positif
Pengguna Google,1,"Blm bbrpa hri updte eh udah d sruh updte untuk pmbruan baru lagi klo gak d updte gakbsa kebuka dongg, gini amat apknyaa",2021-10-15 20:33:50,negatif
Pengguna Google,5,Sangat bermanfaat,2021-10-15 20:22:03,positif
Pengguna Google,4,Oke bat dah,2021-10-15 20:11:59,positif
Pengguna Google,1,"Kenapa aplikasi nya tidak mau dibuka padahal sangat penting untuk perkuliahan saya, tolong perbaiki",2021-10-15 19:12:02,negatif
Pengguna Google,5,Sangat bangus,2021-10-15 18:36:54,positif
Pengguna Google,1,Kenapa edlink nya tidak mau terdowndlod,2021-10-15 17:36:44,negatif
Pengguna Google,1,"Selalu ada pembaruan, namun bukannya bagus malah gtulah gk ngertii. Gk bisa putar vidio, file yang sudah di download tidak adaaa. Mending edlink yang dulu baguss",2021-10-15 17:30:57,negatif
Pengguna Google,4,B aja,2021-10-15 16:51:58,positif
Pengguna Google,1,Mohon maaf mohon solusinya gimana cara sambukn akun jampus di edlink tpi nama kampusnya tidak muncul,2021-10-15 16:22:48,negatif
Pengguna Google,1,BAGUS,2021-10-15 16:13:23,negatif
Pengguna Google,5,Cakep,2021-10-15 12:16:56,positif
Pengguna Google,1,Menyenangkan bisa sangat membantu,2021-10-15 12:08:34,negatif
Pengguna Google,1,"Kek mana sih edlink, diperbarui malah gak bisa2, habis itu aplikasi nya dinhapus lalu di download lagi pun. Enggak bisa2",2021-10-15 11:54:00,negatif
Pengguna Google,1,"Kalo lgi ngrjain quiz terus sinyal ny jelek, jawaban ga msuk jdi nilai quizz kecil. Knp ga msuk saya udh cape2 mikir jwban ga msuk!",2021-10-15 11:36:34,negatif
Pengguna Google,1,"Beberapa kali update tetap saja banyak eror sistem, baik aplikasi maupun web nya kacau",2021-10-15 11:32:21,negatif
Pengguna Google,2,Lumayan mendukung,2021-10-15 11:25:50,negatif
Pengguna Google,5,Mantab,2021-10-15 10:29:45,positif
Pengguna Google,1,"Halo aplikasi anda bikin sangat lh mengecewakan,saya update ke versi terbaru tiba² error,gimana mau maju pendidikan indonesia ini saat pandemi, sedangkan aplikasi buatan Indonesia aja buruk dan tidak bagus",2021-10-15 10:24:22,negatif
Pengguna Google,1,Gus..,2021-10-15 09:15:10,negatif
Pengguna Google,1,"Tidak bisa mengunduh materi, tidak bisa di update, mohon di perbaiki 🙏",2021-10-15 09:10:24,negatif
Pengguna Google,1,"Mohon sarannya, kenapa edlinknya tidak bisa di buka",2021-10-15 08:36:42,negatif
Pengguna Google,1,"Setiap hari harus di perbaharui terus ,,,, terus gk bisa upload file lagi,,,",2021-10-15 08:32:09,negatif
Pengguna Google,5,Bgus lancar d efektiv,2021-10-15 08:25:47,positif
Pengguna Google,2,"Mohon Agar Developer apk nya lebih perhatian ke apklikasi nya,ini emang sistem pengaturan cuma ada 2 saja kah atau gimana,Sering""lah perbaik bug 😐",2021-10-15 08:12:33,negatif
Pengguna Google,5,Bagus sekali.,2021-10-15 08:04:30,positif
Pengguna Google,5,Bagus apak nya,2021-10-15 07:52:09,positif
Pengguna Google,5,Apk ini sangat bagus,2021-10-15 06:58:02,positif
Pengguna Google,5,Amazing,2021-10-15 06:42:44,positif
Pengguna Google,5,Sangat bgus,2021-10-15 06:23:30,positif
Pengguna Google,4,Sangat baik sekali,2021-10-15 01:53:30,positif
Pengguna Google,5,Baikk,2021-10-14 23:53:22,positif
Pengguna Google,1,Terlalu banyak update tapi ferporma jelek,2021-10-14 23:35:51,negatif
Pengguna Google,2,Terlalu sering update,2021-10-14 18:45:03,negatif
Pengguna Google,5,Yah,2021-10-14 16:39:37,positif
Pengguna Google,1,Semenjak di upgrade jadi makin susah dan selalu minta diUpgrade terus menerus 👎,2021-10-14 15:26:21,negatif
Pengguna Google,5,Suka,2021-10-14 13:40:17,positif
Pengguna Google,2,makin di update makin lemot,2021-10-14 12:12:49,negatif
Pengguna Google,1,"Update mulu garing, mana sering nge down, kadang banyak error.. Ayo lah lebih baik lagi.",2021-10-14 11:09:01,negatif
Pengguna Google,5,"Aplikasi ini sangat membantu saya tapi saya binggung awalnya ini bisa untuk mengirim file tapi setelah saya update gak bisa lagi ngirim file,gimana ya",2021-10-14 10:23:30,positif
Pengguna Google,1,"Pas diupdate mo ngumpulin tugas malah ga kesampean ke dosennya. Pas liat di edlink tugasnya dikirim pas beres dedline padahal ngirim tugasnya 3 hari sebelum dedline, sinyal ga ada masalah juga",2021-10-14 08:45:28,negatif
Pengguna Google,1,Kebanyakan update bagus kagak,2021-10-14 07:13:27,negatif
Pengguna Google,1,Kuliah ribet kntl,2021-10-14 07:09:37,negatif
Pengguna Google,1,"Tolong lah , di buat versi lama aja , susah mengirim tugas file nya gak bisa di unduh , selalu lelet kalo buka edlink setelah di instal ke versi baru , versi lama udah bagus kali menurut ku , jan di ganti"" lah tolong",2021-10-13 22:33:14,negatif
Pengguna Google,5,Semenjak ada aplikasi ini dosen lebih aktif memberikan tugas Terimakasih edlin🥰🥰🥰🥰,2021-10-13 21:45:55,positif
Pengguna Google,1,File buat uplod ke edlink ga bisa dibuka sangat kecewa dan harus mengganggu nilai kecewa sekali,2021-10-13 16:16:08,negatif
Pengguna Google,1,Setelah update jadi ga jelas,2021-10-13 13:25:54,negatif
Pengguna Google,1,"Kenapa update terus yah apk nya ? Padahal baru kemaren di update , sekarang udah update lagi",2021-10-13 08:34:29,negatif
Pengguna Google,1,"kok semenjak update,kok gak bisa kirim tugas sih?hapus file di edlink aja gakbisa!!tolong nih di benahi lagi!!",2021-10-13 07:12:52,negatif
Pengguna Google,2,"Saya ketinggalan tugas kuliah Gara-gara edlink tidak bisa menemukan file pdf saya sudah berkonsultasi ke dosen tapi edlink dosen nya tidak kenapa"", Update kali ini edlink sudah bisa digunakan untuk mendownload materi sebelum nya tidak bisa. MOHON SEGERA DIPERBAIKI",2021-10-12 23:04:19,negatif
Pengguna Google,1,kenapa tidak bisa upload file min. dan tidak kebaca semua file di saya,2021-10-12 22:45:36,negatif
Pengguna Google,1,Meresahkan,2021-10-12 21:00:35,negatif
Pengguna Google,1,Serba susah semua nya tiba tiba aplikasi nya lagg ngirim tugas jadi telatt Dah lah,2021-10-12 20:26:11,negatif
Pengguna Google,1,Ini setelah update kenapa jadi tidak bisa kirim file ya? File yang ada tidak bisa di submit. Tolong segera diperbaiki ini sangat menghambat,2021-10-12 17:01:30,negatif
Pengguna Google,1,Knp aplikasinya tidak bisa membaca file documen,2021-10-12 13:45:09,negatif
Pengguna Google,2,"Ini kenapa setelah didownload malah jadi tidak ada di file sih. Login pake akun siakad juga gak masuk2, jangan bikin negthink dong",2021-10-12 12:37:12,negatif
Pengguna Google,1,"Setelah di update,kinerja apknya malah menurun👎",2021-10-12 09:50:51,negatif
Pengguna Google,1,Pas update makin rusak,2021-10-12 05:22:23,negatif
Pengguna Google,2,"Barusan udah update, eh malah pas mau ngirim tugas gk bisa, gk kebaca atau gk ditemukan gitu file nya, gmna sih iniiii malah bntar lagi deadline takut terus gini",2021-10-11 22:17:44,negatif
Pengguna Google,5,Lelet,2021-10-11 20:40:22,positif
Pengguna Google,5,Di bagian otomotip selaluh ikut aturan Dan suka membantu sesama,2021-10-11 16:40:01,positif
Pengguna Google,1,Sering error,2021-10-11 16:07:14,negatif
Pengguna Google,5,"Halo mimin, boleh tanya. Kenapa begitu selesai update aplikasi forum kelasnya tidak muncul , padahal di Edlink web nyata2 ada. Udah saya log out ulang, juga install ulang masih tidak berhasil. Bagaimana ini?",2021-10-11 15:46:31,positif
Pengguna Google,1,"Banyak bugnya, filenya banyak yang nggak kebaca",2021-10-11 12:55:06,negatif
Pengguna Google,1,"Setelah saya update edlink ke versi terbaru, saya tidak bisa mendownload materi. Saya sudah mengikuti cara yang diberitahu admim yaitu menghapus data aplikasi edlink tapi tetap tidak bisa. Mohon dijawab karena ini penting untuk perkuliahan saya.",2021-10-11 09:39:15,negatif
Pengguna Google,1,"Setelah di update malah makin kacau. Buka materi yg isinya video youtube ga bisa, buka materi yg bentuknya pdf keterangannya di hp gada aplikasi yg bisa buka padahal udh di download dri sblum di perbarui,cuma mau buka aja ga bisa padahal di hp ada beberapa aplikasi bawaan buat buka file pdf",2021-10-11 08:40:16,negatif
Pengguna Google,1,"Habis pembaruan, edlink tidak bisa baca file di hp jadi ga bisa upload file",2021-10-10 23:19:43,negatif
Pengguna Google,1,"Kenapa tidak bisa kirim file tugas ya min, file yang ada di media library juga tidak bisa dihapus, file yang ada di dokumen ponsel juga tidak muncul, gimana bisa up min kalo gini??? Mohon dibenarkan ya min apknya, terimakasih",2021-10-10 15:53:49,negatif
Pengguna Google,1,"Kenapaa setelah di-update tidak bisa untuk mengunduh file,mengirim file? Mohon bantuannya",2021-10-10 11:40:46,negatif
Pengguna Google,1,semenjak update saya gk bisa upload tugas,2021-10-10 11:20:22,negatif
Pengguna Google,1,"Tolong ini edlink saya knp tdk bisa buka file apapun selalu mengatakan anda tidak memiliki aplikasi apapun untuk membuka file ini silahkan cari di play store, udah banyak pasang aplikasi file smang tetap bisa itu gimana ini klo ada file penting🥺, klo sistem itu baik baru aku ganti bintangnya",2021-10-10 05:02:59,negatif
Pengguna Google,2,"Mohon maaf, kenapa di saya matakuliah akademiknya kosong ya. Saya jadi gk bisa ngirim tugas 🙏",2021-10-09 15:59:19,negatif
Pengguna Google,5,"Halo min. Mau bertanya ini kenapa ya edlink saya tidak bisa buat mengunduh file. Ada pemberitahuan sudah terunduh tapi saya cek tidak ada unduhan. Sebelumnya ada peringatan perbarui edlink, setelah saya perbarui jadi gak bisa buat ngunduh. Mohon bantuannya min🙏",2021-10-09 13:36:01,positif
Pengguna Google,2,"Untuk update terbaru knp pas mau unduh materi dan soal tugas ada bacaan download perangkat yg bisa membaca pdf dll, sedangkan saya sudah ada WPS yg bisa membaca pdf dll. Saya juga sudah mencoba apk lain dapat membaca pdf dll tpi ttp tidak mau ter unduh.",2021-10-09 11:04:47,negatif
Pengguna Google,1,Ini knp si min . Udh di instal ulang di copot di pasang lagi tapi gk bisa download materi astaga,2021-10-09 11:04:18,negatif
Pengguna Google,2,"Min, kenapa ini saya tidak bisa ngirim tugas bentuk file?",2021-10-09 10:44:58,negatif
Pengguna Google,1,"Setelah diperbarui kenapa gabisa buat ngirim tugas sih, tugas ga kekirim kirim help me",2021-10-09 08:17:30,negatif
Pengguna Google,2,Gak bisa nambah file rar zip psd ai server suka down,2021-10-08 14:27:47,negatif
Pengguna Google,5,Memudshkan pelajaran,2021-10-08 07:36:23,positif
Pengguna Google,2,"suka bingung kalo di laptop berkas hasil downloadan nya pergi kemana? di cari cari kga ada ada, ada yg bisa langsung minta save, tpi kebanyakan bacaannya doang terunduh tpi berkasnya gatau kemana",2021-10-07 14:11:45,negatif
Pengguna Google,5,Mantap aplikasi nya,2021-10-06 19:55:35,positif
Pengguna Google,4,di perbaharui terus. memori full😪,2021-10-05 22:36:14,positif
Pengguna Google,1,Admin kenapa saya tidak masuk dalam daftar anggota saya padahal tugas banyak disitu dan forum2 nya juga tidak muncul dalam kelas admin gimana ini saya kena imbasnya sama dosen,2021-10-04 23:55:52,negatif
Pengguna Google,1,payah ngerjain kuis dileptop gabisa diklik mana ngejar deadline,2021-10-03 21:20:39,negatif
Pengguna Google,5,Terimakasih,2021-09-30 22:12:08,positif
Pengguna Google,2,Mengapa file PDF nya tidak mau di unduh dan tidak bisa di buka mohon bantuannya min soalnya itu materi pnting dari dosen?,2021-09-30 12:36:33,negatif
Pengguna Google,1,Tidak bisa mengganti foto profil,2021-09-29 10:42:50,negatif
Pengguna Google,2,Mohon maaf kok tidak bisa di download yah,2021-09-28 10:21:00,negatif
Pengguna Google,2,"Tolong untuk edlink web nya diperbaikin dong, sekarang di edlink web kita tidak masuk kelas akademik, dan juga mengumpulkan tugas",2021-09-28 07:33:49,negatif
Pengguna Google,1,Tdk mau di updete,2021-09-28 05:18:03,negatif
Pengguna Google,1,Aplikasi tidak jelas,2021-09-27 15:48:59,negatif
Pengguna Google,5,Sudah nyaman tapi loding,2021-09-27 08:14:14,positif
Pengguna Google,5,GOOD,2021-09-25 20:17:45,positif
Pengguna Google,1,Tidak mendapatkann kode verifikasi di email untuk mendaftar.,2021-09-25 09:20:34,negatif
Pengguna Google,5,This app is good,2021-09-24 22:23:03,positif
Pengguna Google,1,ngga bisa didwonload knpa ya,2021-09-24 20:21:40,negatif
Pengguna Google,1,Aplikasi rusak 👍🏻,2021-09-22 14:17:30,negatif
Pengguna Google,1,"Tolong perbaiki ya, mau buat akun kendala nya ada di kode verifikasi yang gak terkirim ke email. Terima kasih",2021-09-21 20:30:46,negatif
Pengguna Google,1,"Kode verifikasi tidak masuk, sudah saya kirim beberap kali tetep aja. Susah untuk daftar. Sudah beberapa email yang saya pakai tetep saja sulit",2021-09-21 20:22:35,negatif
Pengguna Google,1,Kok punya saya bahas Inggris ya..tolong perbaiki mas/mbak,2021-09-21 11:44:41,negatif
Pengguna Google,5,Bagus semangat ya mengembangkan aplikasi nya semoga semakin baik baik dan kaya 😆😆😆,2021-09-21 07:36:00,positif
Pengguna Google,5,"Penyimpanan opsional terlalu dikit, semoga kedepannya bisa di tingkatkan lagi,untuk UI tampilan sudah bagus dan mudah di pahami,tapi masih ada problem error² ketika membuka aplikasi ini , Semoga kedepannya penyimpanan dan masalah error' di fix Terimakasih",2021-09-20 08:06:52,positif
Pengguna Google,4,Bagus dan terus tingkatkan agar lebih baik,2021-09-16 23:41:19,positif
Pengguna Google,5,855y km,2021-09-15 14:55:06,positif
Pengguna Google,2,Kok Edlink gak bisa scroll kebawah mau liat nilai dan dan lain2nya🤔,2021-09-14 08:45:01,negatif
Pengguna Google,4,Ed link,2021-09-13 14:42:20,positif
Pengguna Google,2,Kenapa saya tidak bisa buka ediling web maupun edling aplikasi koneksi saya aja stapil di situ keretangan nya mohon priksa koneksi ada kurang stabil,2021-09-13 08:45:45,negatif
Pengguna Google,4,Min kenapa ini apknya ngelag2 ya ?,2021-09-13 08:45:45,positif
Pengguna Google,2,Kok ga bisa masuk. Stuck di logo doang,2021-09-13 08:27:55,negatif
Pengguna Google,2,"Mohon kpda Edlink, Tolong saya Di Tanggapi, Kenapa saya tidak bisa ganti nama user (profil) setelah saya simpan tidak bisa diterapkan malah muncul notifikasi ( vaildation.digits.beteen ) ad solusinya atau gimana?",2021-09-11 09:19:46,negatif
Pengguna Google,2,pengen tau,2021-09-11 09:06:23,negatif
Pengguna Google,2,Knp akun edlink saya menggunakan akun siakad tidak bisa masuk,2021-09-10 14:59:37,negatif
Pengguna Google,5,Sangat membantu apk in,2021-09-09 05:57:54,positif
Pengguna Google,5,"Kenapaa gk bisa di download apk nya ya,,",2021-09-06 21:15:44,positif
Pengguna Google,5,"Min , tutorial hapus akun edlink bagaimana ya ? Soalnya saya sudah ada akun tetap & ingin mentautkan akun ini . Tolong di jawab min trims",2021-09-04 20:36:30,positif
Pengguna Google,1,"Gak bisa absen qr sementara teman"" yang lainnya bisa.",2021-09-03 13:27:26,negatif
Pengguna Google,2,Lumyan,2021-09-02 06:49:28,negatif
Pengguna Google,1,"Apa edlink menggunakan firebase? Jika tidak, database apa yang digunakan edlink? Bintang 5 setelah ada jawaban pasti.",2021-09-01 12:22:59,negatif
Pengguna Google,1,"Ini aplikasi nya gk sinkron sama yang di web,tolong dibenerin lagi",2021-08-31 08:54:47,negatif
Pengguna Google,1,"Maaf aplikasi EdLink menurut saya tidak recomended untuk proses pembelajaran, karena suka error dan finally, dosen kembali menggunakan G.Classroom juga",2021-08-30 13:37:53,negatif
Pengguna Google,1,Bug,2021-08-28 09:06:57,negatif
Pengguna Google,1,Kenapa kak edlink nya tidak bisa di buka sebenarnya saya sudah mendownloadnya tapi tidak tetap tidak bisa dibuka jadi harus bagaimana lagi gak kak cara membuka edlink ini.,2021-08-27 19:27:35,negatif
Pengguna Google,4,Membantu dan memudahkan proses pembelajaran,2021-08-27 11:42:40,positif
Pengguna Google,2,Baru liat ulasan org orang aja dah males buat download 😭 Diperbaiki lagi sistemnya biar enak dipake☺️🙏,2021-08-24 12:31:14,negatif
Pengguna Google,5,GOOOOOOOOOOOOOOOOOOD,2021-08-23 08:25:12,positif
Pengguna Google,4,"Kenapa ya saya gabisa buka edlink, minta di update eh pas udh di update malah balik lg kya awal gabisa dibuka",2021-08-20 18:53:43,positif
Pengguna Google,5,Aplikasinya sangat membantu,2021-08-19 18:44:52,positif
Pengguna Google,5,Terbaik,2021-08-19 09:04:39,positif
Pengguna Google,4,"Halo, selamat siang,aku mau nanya kenapa ya edlink nya nggak bisa diperbarui ulang🙏☺️",2021-08-18 12:29:55,positif
Pengguna Google,4,Kurang mendukung butuh Perbaiki lgai Makasihhhh,2021-08-03 19:02:45,positif
Pengguna Google,1,Kenapa Apk ga bisa di download kk,2021-08-03 14:01:10,negatif
Pengguna Google,2,"Kenapa ya tidak ada tugasnya padahal guru sudah kirim tugas? Notif tugas dri kelas nya ada tapi pas dibuka tidak bisa, blank halaman kosong saja. Sudah uninstall trus login lagi tetap gaada, gimana ya?",2021-08-02 16:46:45,negatif
Pengguna Google,1,Minta d perbarui mulu,2021-07-29 19:46:21,negatif
Pengguna Google,4,"Terlalu sering eror, gangguan, sama terlalu sering harus di apdet",2021-07-28 18:41:13,positif
Pengguna Google,5,Aplikasinya mudah dipakai dan dipahami tidak ribet,2021-07-27 00:19:53,positif
Pengguna Google,5,"Aplikasi ini cocok baget untuk kuliah online terus aplikasinya juga garibet makenya, intinya bagus :)",2021-07-22 20:46:29,positif
Pengguna Google,5,"💪💪💪💪 Bang minta solusinya, ko saya mau update tapi tdak jadi",2021-07-22 14:37:09,positif
Pengguna Google,5,Perfect,2021-07-22 07:18:47,positif
Pengguna Google,2,Mau update tapi kok gagal terus?,2021-07-18 11:25:43,negatif
Pengguna Google,4,Oke.mantapp,2021-07-17 21:50:00,positif
Pengguna Google,4,Sangat cocok,2021-07-17 17:58:22,positif
Pengguna Google,2,Ini gimana edlinknya kok bisa instal ya Padahal semua aplikasi ku udah kehapus semua,2021-07-15 15:31:28,negatif
Pengguna Google,5,Ntap,2021-07-15 09:58:35,positif
Pengguna Google,5,Membantu pembelajaran saat pandemi,2021-07-14 10:37:17,positif
Pengguna Google,2,"Kak sya mau bertanya, bagaimana si cara nya menghapus file"" yg sdah dikumpulkan, krna penyimpanan edlink sya sudah full, sehingga tidak bisa mengumpulkan tugas lagi kak. Mohon solusinya kak. Mohon responya kk",2021-07-14 08:46:42,negatif
Pengguna Google,5,Edlink oke,2021-07-13 21:50:12,positif
Pengguna Google,5,Sukses,2021-07-13 18:46:12,positif
Pengguna Google,2,"Mau tanya admin, knpa lama skli ini terupdate dari kemaring sampai sekarang blum bisa masuk padahal jaringan disini sudah sgt baik.... Mohon penjelasan / Bantuan Admin dari sy berhubung saya gunakan Aplikasi ini dlm belajar online 🙏🙏🙏",2021-07-13 13:53:32,negatif
Pengguna Google,2,"Sebelumnya maaf, Kenapa edling udha di ubdate tapi tidak ada notifikasi, malahan edlinya lebih memburuk dari sebelumnya.. 🙏🙏🙏🙏",2021-07-13 06:13:33,negatif
Pengguna Google,2,Maaf ka udah aku update tapi terus terusan harus di update,2021-07-12 22:10:49,negatif
Pengguna Google,1,Mengapa edlink sevima ini gak bisa di download di Android ya ? Gimana caranya biar bisa di download ?,2021-07-12 19:10:29,negatif
Pengguna Google,2,"Kenapa saya download lagi gak bisa,, tolong donk kak soalnya msih buat kuliah",2021-07-09 13:17:05,negatif
Pengguna Google,1,"Setelah update malah memburuk, gk ada notifikasi masuk ke hp sama sekali. Tolong perbaiki",2021-07-06 19:33:04,negatif
Pengguna Google,5,Sangat membantu dan baik sekali,2021-07-06 17:31:21,positif
Pengguna Google,1,"Izin download file tidak bisa, peeizinan tidak bisa di rubah",2021-07-03 19:54:53,negatif
Pengguna Google,1,Min kok jadi gini,2021-07-01 08:53:21,negatif
Pengguna Google,2,ERROR TEROSSSSSS,2021-06-28 10:44:54,negatif
Pengguna Google,5,"Ka saya mau kirim file dokumen , tapi dokumennya gk bsa di ketemukan itu kenapa ya ? Padahal di dokumen whatsap dokumen lainya udh tersimpan ...",2021-06-26 17:47:28,positif
Pengguna Google,1,Mohon maaf KK kenapa saya tidak bisa meng apded edlink apakah jaringan atau sistem TDK baik mohon bantuannya 🙏🙏🙏,2021-06-21 17:40:03,negatif
Pengguna Google,5,top,2021-06-14 20:45:17,positif
Pengguna Google,4,"Mohon maaf kepada admin. Kenapa edlinknya error sedari tadi, apa sedang dalam perbaikan untuk update? Tapi, di mohon sebelum jam 8 sudah tidak error lagi, jawaban-jawaban luar biasa untuk dosen dari saya menunggu di sampaikan untuk di baca. Terima kasih",2021-06-06 17:41:26,positif
Pengguna Google,1,"suka error,.. lelet",2021-06-05 12:44:58,negatif
Pengguna Google,1,Mohon perbaikan ny nilai saya ambruk. Karena soal2 yg muncul ke edlink. Sama semua ggk ada bedahnya. Setelah konfirmasi Jawab. Baru kembali membaik pertanyaannya. PHP 😭,2021-06-03 12:35:27,negatif
Pengguna Google,2,"Daring mulu pinter kaga gobl*k iya, Bayaran mulu sekolah kaga",2021-06-03 08:48:31,negatif
Pengguna Google,5,"K ada tugas di edlink, terus gurunya minta jawabannya dikirim tapi hanya link nya aja, jdi gimana cara ngirim link nya ? Harus ufload filenya dlu atau gmna, soalnya dari tadi biar dapet link nya gk tau dmna, please jawab, malam ini terakhir",2021-05-28 21:41:35,positif
Pengguna Google,5,Gak bisa di bukak,2021-05-27 17:17:16,positif
Pengguna Google,1,Gabisa di update Makin lama makin parah aja edlink ni,2021-05-25 20:19:40,negatif
Pengguna Google,5,"To kenp beberapa hari ini saya g bisa buka edlink,akhirnya saya ketinggalan dgn peljaran dan tugas kuliah.terimakasih",2021-05-25 15:01:16,positif
Pengguna Google,1,Eror Mulu,2021-05-22 12:25:13,negatif
Pengguna Google,1,Membosankan menunggu loading jelek sekarang,2021-05-18 19:37:00,negatif
Pengguna Google,5,Kenapa diupdate ga bisa?,2021-05-18 10:35:09,positif
Pengguna Google,5,Saya mohon tolong aktif kan apilikasi ini,2021-05-10 23:16:34,positif
Pengguna Google,5,Sangat baik untuk mengetahui Info kampus melalui siakad👍,2021-05-08 08:41:07,positif
Pengguna Google,5,Sangat baik yang kurangnya mohon di perbaiki,2021-05-08 04:16:57,positif
Pengguna Google,5,Menjadi platform PJJ terdepan👍😁,2021-05-06 15:34:29,positif
Pengguna Google,1,Kalo bisa gausah lah di upgrade2 .eror kali ntahapa pun . Abis aplikasi di hp ku loh semua kuhapus gara2 upgrade . Tolong lah yaa .jadikan sekali aja yang bagus gitu semua lengkap di applikasi ni biar gausah upgrade2 . Capek kali loh .belum lagi pas di buka loading,2021-05-06 10:59:41,negatif
Pengguna Google,2,Gajeb bgt min masak setiap mau buka diperbaharui terus males bgt liat apk nya klo bukan buat pendidikan udah uninstall dari dulu,2021-05-05 15:39:27,negatif
Pengguna Google,5,Semakin kurang baik dan Eror terus kadang bisa kadang enggak.pas dadline mepet eh EROR.,2021-05-05 12:42:40,positif
Pengguna Google,5,good and excellence,2021-05-04 19:20:44,positif
Pengguna Google,1,Kok lola ya tidak bisa di buka,2021-05-03 19:21:19,negatif
Pengguna Google,5,Menarik,2021-04-30 07:52:28,positif
Pengguna Google,1,Gabisa di instal,2021-04-29 16:30:13,negatif
Pengguna Google,1,Aplikasi nya jelek 🤧 susah masuk pdhal jaringan baguss 🤦,2021-04-29 08:14:59,negatif
Pengguna Google,1,Setelah update jadi eror,2021-04-28 14:21:30,negatif
Pengguna Google,4,"Belajar online denagn mudah. Namun kadang aplikasi edlink ada kendala, susah masuk ke aplikasi edlink",2021-04-28 13:17:57,positif
Pengguna Google,2,"Pembaruan terus ,tapi eror tetep",2021-04-27 10:29:08,negatif
Pengguna Google,1,"Apk nya sering bnget eror, dikit2 install lagi.. update lagi..🤦🏻‍♀️",2021-04-27 09:21:25,negatif
Pengguna Google,5,Sangat membantu sekalii,2021-04-27 06:45:03,positif
Pengguna Google,1,Eror trossssss ngak guna!!!,2021-04-27 04:52:53,negatif
Pengguna Google,5,Sungguh membantu,2021-04-26 20:29:38,positif
Pengguna Google,1,"update yg saat ini banyak gangguan,' semoga bisa cepat di perbaharui kmbali,,agar bisa lebih baik untuk di gunakan,",2021-04-26 07:13:55,negatif
